"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","species","class","redlist","status","gisd","ecoregion"
"73",439095,439095,439091,"Species","Entomacrodus chiostictus","(Jordan & Gilbert, 1882)",277243,4,2,"Chordata","Perciformes","Blenniidae","Entomacrodus","Entomacrodus chiostictus","Actinopteri",TRUE,"LC",NA,"Cocos Islands"
"74",439979,439979,769804,"Species","Eretmochelys imbricata","(Linnaeus, 1766)",137207,2,1,"Chordata","Testudines","Cheloniidae","Eretmochelys","Eretmochelys imbricata","Reptilia",TRUE,"CR",NA,"Cocos Islands"
"75",441087,441087,697401,"Species","Eucinostomus currani","Zahuranec, 1980",276416,2,2,"Chordata","Perciformes","Gerreidae","Eucinostomus","Eucinostomus currani","Actinopteri",TRUE,"LC",NA,"Cocos Islands"
"76",442251,442251,442256,"Genus","Eurete","Semper, 1868",132104,3,3,"Porifera","Hexactinosida","Euretidae","Eurete",NA,"Hexactinellida",NA,NA,NA,"Cocos Islands"
"77",443254,443254,753117,"Genus","Facciolella","Whitley, 1938",125640,1,1,"Chordata","Anguilliformes","Nettastomatidae","Facciolella",NA,"Actinopteri",NA,NA,NA,"Cocos Islands"
"78",443959,443959,771741,"Species","Fistularia commersonii","Rüppell, 1838",217966,2,1,"Chordata","Syngnathiformes","Fistulariidae","Fistularia","Fistularia commersonii","Actinopteri",NA,NA,NA,"Cocos Islands"
"79",443960,443960,771741,"Species","Fistularia corneta","Gilbert & Starks, 1904",276231,1,1,"Chordata","Syngnathiformes","Fistulariidae","Fistularia","Fistularia corneta","Actinopteri",TRUE,"LC",NA,"Cocos Islands"
"80",444015,444015,769561,"Genus","Flabellum","Lesson, 1831",135114,2,2,"Cnidaria","Scleractinia","Flabellidae","Flabellum",NA,"Anthozoa",NA,NA,NA,"Cocos Islands"
"81",444266,444266,444265,"Species","Forcipiger flavissimus","Jordan & McGregor, 1898",218760,1,1,"Chordata","Perciformes","Chaetodontidae","Forcipiger","Forcipiger flavissimus","Actinopteri",TRUE,"LC",NA,"Cocos Islands"
"82",446097,446097,446096,"Species","Gempylus serpens","Cuvier, 1829",126862,10,2,"Chordata","Perciformes","Gempylidae","Gempylus","Gempylus serpens","Actinopteri",NA,NA,NA,"Cocos Islands"
