"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","redlist","status","records","datasets","phylum","order","family","genus","species","class","ecoregion"
"544",632692,632692,747953,"Species","Hemiramphus saltator","Gilbert & Starks, 1904",272178,TRUE,"LC",6,2,"Chordata","Beloniformes","Hemiramphidae","Hemiramphus","Hemiramphus saltator","Actinopteri","Magdalena Transition"
"545",632863,632863,776538,"Species","Hermosilla azurea","Jenkins & Evermann, 1889",281049,TRUE,"LC",9,2,"Chordata","Perciformes","Kyphosidae","Hermosilla","Hermosilla azurea","Actinopteri","Magdalena Transition"
"546",633072,633072,748072,"Species","Heterodontus francisci","(Girard, 1855)",276694,TRUE,"DD",45,2,"Chordata","Heterodontiformes","Heterodontidae","Heterodontus","Heterodontus francisci","Elasmobranchii","Magdalena Transition"
"547",633506,633506,454129,"Species","Hippocampus ingens","Girard, 1858",275197,TRUE,"VU",26,2,"Chordata","Syngnathiformes","Syngnathidae","Hippocampus","Hippocampus ingens","Actinopteri","Magdalena Transition"
"548",633524,633524,454194,"Species","Hippoglossina tetrophthalma","(Gilbert, 1890)",275828,TRUE,"LC",9,3,"Chordata","Pleuronectiformes","Paralichthyidae","Hippoglossina","Hippoglossina tetrophthalma","Actinopteri","Magdalena Transition"
"549",633710,633710,454406,"Species","Hirundichthys marginatus","(Nichols & Breder, 1928)",272170,TRUE,"LC",2,1,"Chordata","Beloniformes","Exocoetidae","Hirundichthys","Hirundichthys marginatus","Actinopteri","Magdalena Transition"
"550",633792,633792,454527,"Species","Holacanthus passer","Valenciennes, 1846",276016,TRUE,"LC",3,1,"Chordata","Perciformes","Pomacanthidae","Holacanthus","Holacanthus passer","Actinopteri","Magdalena Transition"
"551",634178,634178,776551,"Species","Hoplopagrus guentherii","Gill, 1862",281087,TRUE,"LC",6,1,"Chordata","Perciformes","Lutjanidae","Hoplopagrus","Hoplopagrus guentherii","Actinopteri","Magdalena Transition"
"552",634962,634962,456346,"Species","Hyporhamphus gilli","Meek & Hildebrand, 1923",272181,TRUE,"LC",13,2,"Chordata","Beloniformes","Hemiramphidae","Hyporhamphus","Hyporhamphus gilli","Actinopteri","Magdalena Transition"
"553",634980,634980,456346,"Species","Hyporhamphus rosae","(Jordan & Gilbert, 1880)",272195,TRUE,"DD",24,2,"Chordata","Beloniformes","Hemiramphidae","Hyporhamphus","Hyporhamphus rosae","Actinopteri","Magdalena Transition"
"554",634986,634986,456346,"Species","Hyporhamphus unifasciatus","(Ranzani, 1841)",159281,NA,NA,6,1,"Chordata","Beloniformes","Hemiramphidae","Hyporhamphus","Hyporhamphus unifasciatus","Actinopteri","Magdalena Transition"
"555",635068,635068,456482,"Species","Hypsoblennius brevipinnis","(Günther, 1861)",276319,TRUE,"LC",2,1,"Chordata","Perciformes","Blenniidae","Hypsoblennius","Hypsoblennius brevipinnis","Actinopteri","Magdalena Transition"
"556",635098,635098,776565,"Species","Hypsypops rubicundus","(Girard, 1854)",281130,TRUE,"LC",6,2,"Chordata","Perciformes","Pomacentridae","Hypsypops","Hypsypops rubicundus","Actinopteri","Magdalena Transition"
"557",635171,635171,635169,"Species","Ichthyococcus irregularis","Rechnitzer & Böhlke, 1958",274954,TRUE,"LC",1,1,"Chordata","Stomiiformes","Phosichthyidae","Ichthyococcus","Ichthyococcus irregularis","Actinopteri","Magdalena Transition"
"558",635824,635824,776581,"Species","Isopisthus remifer","Jordan & Gilbert, 1882",281188,TRUE,"LC",1,1,"Chordata","Perciformes","Sciaenidae","Isopisthus","Isopisthus remifer","Actinopteri","Magdalena Transition"
"559",635882,635882,769039,"Species","Istiophorus platypterus","(Shaw, 1792)",158812,TRUE,"LC",2,2,"Chordata","Perciformes","Istiophoridae","Istiophorus","Istiophorus platypterus","Actinopteri","Magdalena Transition"
"560",636261,636261,749028,"Species","Kathetostoma averruncus","Jordan & Bollman, 1890",275989,TRUE,"LC",21,2,"Chordata","Perciformes","Uranoscopidae","Kathetostoma","Kathetostoma averruncus","Actinopteri","Magdalena Transition"
"561",636268,636268,769050,"Species","Katsuwonus pelamis","(Linnaeus, 1758)",127018,TRUE,"LC",3,1,"Chordata","Perciformes","Scombridae","Katsuwonus","Katsuwonus pelamis","Actinopteri","Magdalena Transition"
"562",636606,636606,698147,"Species","Kyphosus analogus","(Gill, 1862)",273519,TRUE,"LC",1,1,"Chordata","Perciformes","Kyphosidae","Kyphosus","Kyphosus analogus","Actinopteri","Magdalena Transition"
"563",636610,636610,698147,"Species","Kyphosus elegans","(Peters, 1869)",273521,TRUE,"LC",4,2,"Chordata","Perciformes","Kyphosidae","Kyphosus","Kyphosus elegans","Actinopteri","Magdalena Transition"
"564",636787,636787,749153,"Species","Labrisomus multiporosus","Hubbs, 1953",281258,TRUE,"LC",19,2,"Chordata","Perciformes","Labrisomidae","Labrisomus","Labrisomus multiporosus","Actinopteri","Magdalena Transition"
"565",637322,637322,637315,"Species","Laonice cirrata","(M. Sars, 1851)",131128,NA,NA,1,1,"Annelida","Spionida","Spionidae","Laonice","Laonice cirrata","Polychaeta","Magdalena Transition"
"566",638213,638213,461597,"Species","Lepophidium prorates","(Jordan & Bollman, 1890)",275626,TRUE,"LC",2,2,"Chordata","Ophidiiformes","Ophidiidae","Lepophidium","Lepophidium prorates","Actinopteri","Magdalena Transition"
"567",638510,638510,749700,"Species","Leptopecten biolleyi","(Hertlein & Strong, 1946)",605797,NA,NA,1,1,"Mollusca","Pectinoida","Pectinidae","Leptopecten","Leptopecten biolleyi","Bivalvia","Magdalena Transition"
"568",638511,638511,749700,"Species","Leptopecten latiauratus","(Conrad, 1837)",394312,NA,NA,8,1,"Mollusca","Pectinoida","Pectinidae","Leptopecten","Leptopecten latiauratus","Bivalvia","Magdalena Transition"
"569",638514,638514,749700,"Species","Leptopecten palmeri","(Dall, 1897)",394315,NA,NA,1,1,"Mollusca","Pectinoida","Pectinidae","Leptopecten","Leptopecten palmeri","Bivalvia","Magdalena Transition"
"570",640009,640009,464408,"Species","Littoraria fasciata","(Gray, 1839)",446913,NA,NA,2,1,"Mollusca","Littorinimorpha","Littorinidae","Littoraria","Littoraria fasciata","Gastropoda","Magdalena Transition"
"571",640075,640075,750170,"Species","Littorina keenae","Rosewater, 1978",445651,NA,NA,5,1,"Mollusca","Littorinimorpha","Littorinidae","Littorina","Littorina keenae","Gastropoda","Magdalena Transition"
"572",640210,640210,464664,"Species","Lobotes pacificus","Gilbert, 1898",273633,TRUE,"LC",1,1,"Chordata","Perciformes","Lobotidae","Lobotes","Lobotes pacificus","Actinopteri","Magdalena Transition"
"573",640334,640334,464887,"Species","Lophiodes spilurus","(Garman, 1899)",278534,TRUE,"LC",4,1,"Chordata","Lophiiformes","Lophiidae","Lophiodes","Lophiodes spilurus","Actinopteri","Magdalena Transition"
"574",640769,640769,698423,"Species","Luidia bellonae","Lütken, 1865",368109,NA,NA,1,1,"Echinodermata","Paxillosida","Luidiidae","Luidia","Luidia bellonae","Asteroidea","Magdalena Transition"
"575",640914,640914,465699,"Species","Lutjanus aratus","(Günther, 1864)",276523,TRUE,"LC",3,2,"Chordata","Perciformes","Lutjanidae","Lutjanus","Lutjanus aratus","Actinopteri","Magdalena Transition"
"576",640925,640925,465699,"Species","Lutjanus colorado","Jordan & Gilbert, 1882",276529,TRUE,"LC",1,1,"Chordata","Perciformes","Lutjanidae","Lutjanus","Lutjanus colorado","Actinopteri","Magdalena Transition"
"577",640935,640935,465699,"Species","Lutjanus guttatus","(Steindachner, 1869)",276539,TRUE,"LC",1,1,"Chordata","Perciformes","Lutjanidae","Lutjanus","Lutjanus guttatus","Actinopteri","Magdalena Transition"
"578",640938,640938,465699,"Species","Lutjanus jordani","(Gilbert, 1898)",276541,TRUE,"LC",1,1,"Chordata","Perciformes","Lutjanidae","Lutjanus","Lutjanus jordani","Actinopteri","Magdalena Transition"
"579",640944,640944,465699,"Species","Lutjanus novemfasciatus","Gill, 1862",276544,TRUE,"LC",2,1,"Chordata","Perciformes","Lutjanidae","Lutjanus","Lutjanus novemfasciatus","Actinopteri","Magdalena Transition"
"580",640945,640945,465699,"Species","Lutjanus peru","(Nichols & Murphy, 1922)",276546,TRUE,"LC",2,1,"Chordata","Perciformes","Lutjanidae","Lutjanus","Lutjanus peru","Actinopteri","Magdalena Transition"
"581",640952,640952,465699,"Species","Lutjanus viridis","(Valenciennes, 1846)",276552,TRUE,"LC",1,1,"Chordata","Perciformes","Lutjanidae","Lutjanus","Lutjanus viridis","Actinopteri","Magdalena Transition"
"582",641183,641183,698479,"Subspecies","Lyropecten subnodosus intermedius","Conrad",NA,NA,NA,1,1,"Mollusca","Pectinoida","Pectinidae","Lyropecten","Lyropecten subnodosus","Bivalvia","Magdalena Transition"
"583",641310,641310,750488,"Species","Lythrypnus rhizophora","(Heller & Snodgrass, 1903)",281469,TRUE,"DD",1,1,"Chordata","Perciformes","Gobiidae","Lythrypnus","Lythrypnus rhizophora","Actinopteri","Magdalena Transition"
"584",641314,641314,750488,"Species","Lythrypnus zebra","(Gilbert, 1890)",281472,TRUE,"LC",3,2,"Chordata","Perciformes","Gobiidae","Lythrypnus","Lythrypnus zebra","Actinopteri","Magdalena Transition"
"585",643081,758681,770703,"Species","Meiosquilla polita","(Bigelow, 1891)",409279,NA,NA,1,1,"Arthropoda","Stomatopoda","Squillidae","Meiosquilla","Meiosquilla polita","Malacostraca","Magdalena Transition"
"586",643102,643102,643093,"Species","Melamphaes lugubris","Gilbert, 1890",274932,NA,NA,1,1,"Chordata","Stephanoberyciformes","Melamphaidae","Melamphaes","Melamphaes lugubris","Actinopteri","Magdalena Transition"
"587",643556,643556,469773,"Species","Menticirrhus elongatus","(Günther, 1864)",276145,TRUE,"LC",1,1,"Chordata","Perciformes","Sciaenidae","Menticirrhus","Menticirrhus elongatus","Actinopteri","Magdalena Transition"
"588",643562,643562,469773,"Species","Menticirrhus panamensis","(Steindachner, 1877)",276149,TRUE,"LC",9,2,"Chordata","Perciformes","Sciaenidae","Menticirrhus","Menticirrhus panamensis","Actinopteri","Magdalena Transition"
"589",643633,643633,469899,"Species","Merluccius angustimanus","Garman, 1899",272451,TRUE,"LC",7,2,"Chordata","Gadiformes","Merlucciidae","Merluccius","Merluccius angustimanus","Actinopteri","Magdalena Transition"
"590",644430,644430,698698,"Species","Microgobius cyclolepis","Gilbert, 1890",275713,TRUE,"LC",3,1,"Chordata","Perciformes","Gobiidae","Microgobius","Microgobius cyclolepis","Actinopteri","Magdalena Transition"
"591",644435,644435,698698,"Species","Microgobius tabogensis","Meek & Hildebrand, 1928",275720,TRUE,"LC",2,1,"Chordata","Perciformes","Gobiidae","Microgobius","Microgobius tabogensis","Actinopteri","Magdalena Transition"
"592",644545,644545,471402,"Species","Micropogonias altipinnis","(Günther, 1864)",275304,TRUE,"LC",3,1,"Chordata","Perciformes","Sciaenidae","Micropogonias","Micropogonias altipinnis","Actinopteri","Magdalena Transition"
"593",645659,645659,752211,"Species","Mooreonuphis elsiae","de Leon-Gonzalez, 1994",732566,NA,NA,1,1,"Annelida","Eunicida","Onuphidae","Mooreonuphis","Mooreonuphis elsiae","Polychaeta","Magdalena Transition"
"594",645880,645880,698814,"Species","Mugil cephalus","Linnaeus, 1758",126983,TRUE,"LC",23,2,"Chordata","Perciformes","Mugilidae","Mugil","Mugil cephalus","Actinopteri","Magdalena Transition"
"595",645882,645882,698814,"Species","Mugil curema","Valenciennes, 1836",159416,TRUE,"LC",40,2,"Chordata","Perciformes","Mugilidae","Mugil","Mugil curema","Actinopteri","Magdalena Transition"
"596",645885,645885,698814,"Species","Mugil hospes","Jordan & Culver, 1895",273653,TRUE,"LC",3,1,"Chordata","Perciformes","Mugilidae","Mugil","Mugil hospes","Actinopteri","Magdalena Transition"
"597",645909,645909,473475,"Species","Mulloidichthys dentatus","(Gill, 1862)",277990,TRUE,"LC",1,1,"Chordata","Perciformes","Mullidae","Mulloidichthys","Mulloidichthys dentatus","Actinopteri","Magdalena Transition"
"598",646266,646266,473696,"Species","Munidopsis albatrossae","Pequegnat & Pequegnat, 1973",378083,NA,NA,2,2,"Arthropoda","Decapoda","Munidopsidae","Munidopsis","Munidopsis albatrossae","Malacostraca","Magdalena Transition"
"599",646427,646427,698835,"Species","Muraena argus","(Steindachner, 1870)",271896,TRUE,"LC",1,1,"Chordata","Anguilliformes","Muraenidae","Muraena","Muraena argus","Actinopteri","Magdalena Transition"
"600",646429,646429,698835,"Species","Muraena lentiginosa","Jenyns, 1842",271900,TRUE,"LC",6,2,"Chordata","Anguilliformes","Muraenidae","Muraena","Muraena lentiginosa","Actinopteri","Magdalena Transition"
"601",646670,646670,698872,"Species","Mustelus henlei","(Gill, 1863)",271386,TRUE,"LC",4,2,"Chordata","Carcharhiniformes","Triakidae","Mustelus","Mustelus henlei","Elasmobranchii","Magdalena Transition"
"602",646672,646672,698872,"Species","Mustelus lunulatus","Jordan & Gilbert, 1882",271389,TRUE,"LC",5,2,"Chordata","Carcharhiniformes","Triakidae","Mustelus","Mustelus lunulatus","Elasmobranchii","Magdalena Transition"
"603",646755,646755,698879,"Species","Mycteroperca jordani","(Jenkins & Evermann, 1889)",273879,TRUE,"EN",10,2,"Chordata","Perciformes","Serranidae","Mycteroperca","Mycteroperca jordani","Actinopteri","Magdalena Transition"
"604",646762,646762,698879,"Species","Mycteroperca xenarcha","Jordan, 1888",273886,TRUE,"LC",4,1,"Chordata","Perciformes","Serranidae","Mycteroperca","Mycteroperca xenarcha","Actinopteri","Magdalena Transition"
"605",646881,646881,474512,"Species","Myrichthys tigrinus","Girard, 1859",275489,TRUE,"LC",1,1,"Chordata","Anguilliformes","Ophichthidae","Myrichthys","Myrichthys tigrinus","Actinopteri","Magdalena Transition"
"606",646927,646927,752461,"Species","Myripristis leiognathus","Valenciennes, 1846",276199,TRUE,"LC",1,1,"Chordata","Beryciformes","Holocentridae","Myripristis","Myripristis leiognathus","Actinopteri","Magdalena Transition"
"607",647328,647328,475224,"Species","Narcine entemedor","Jordan & Starks, 1895",275389,TRUE,"DD",15,3,"Chordata","Torpediniformes","Narcinidae","Narcine","Narcine entemedor","Elasmobranchii","Magdalena Transition"
"608",647375,647375,776731,"Species","Nasolamia velox","(Gilbert, 1898)",281637,TRUE,"DD",1,1,"Chordata","Carcharhiniformes","Carcharhinidae","Nasolamia","Nasolamia velox","Elasmobranchii","Magdalena Transition"
"609",648161,648161,776741,"Species","Nematistius pectoralis","Gill, 1862",281664,NA,NA,15,3,"Chordata","Perciformes","Nematistiidae","Nematistius","Nematistius pectoralis","Actinopteri","Magdalena Transition"
"610",648170,648170,476408,"Species","Nematocarcinus agassizii","Faxon, 1893",514302,NA,NA,1,1,"Arthropoda","Decapoda","Nematocarcinidae","Nematocarcinus","Nematocarcinus agassizii","Malacostraca","Magdalena Transition"
"611",648758,648758,753000,"Species","Neothyone gibber","(Selenka, 1867)",529569,NA,NA,1,1,"Echinodermata","Dendrochirotida","Sclerodactylidae","Neothyone","Neothyone gibber","Holothuroidea","Magdalena Transition"
"612",650836,650836,699188,"Species","Oligoplites altus","(Günther, 1868)",276355,TRUE,"LC",24,2,"Chordata","Perciformes","Carangidae","Oligoplites","Oligoplites altus","Actinopteri","Magdalena Transition"
"613",650842,650842,699188,"Species","Oligoplites saurus","(Bloch & Schneider, 1801)",159645,NA,NA,49,2,"Chordata","Perciformes","Carangidae","Oligoplites","Oligoplites saurus","Actinopteri","Magdalena Transition"
"614",651517,651517,699282,"Species","Ophichthus zophochir","Jordan & Gilbert, 1882",271991,TRUE,"LC",6,2,"Chordata","Anguilliformes","Ophichthidae","Ophichthus","Ophichthus zophochir","Actinopteri","Magdalena Transition"
"615",651563,651563,481833,"Species","Ophioblennius steindachneri","Jordan & Evermann, 1898",273126,TRUE,"LC",6,2,"Chordata","Perciformes","Blenniidae","Ophioblennius","Ophioblennius steindachneri","Actinopteri","Magdalena Transition"
"616",651730,651730,768869,"Species","Ophiosphalma jolliense","(McClendon, 1909)",246611,NA,NA,1,1,"Echinodermata","Ophiurida","Ophiolepididae","Ophiosphalma","Ophiosphalma jolliense","Ophiuroidea","Magdalena Transition"
"617",651853,651853,753917,"Species","Opisthopterus dovii","(Günther, 1868)",281919,TRUE,"LC",1,1,"Chordata","Clupeiformes","Pristigasteridae","Opisthopterus","Opisthopterus dovii","Actinopteri","Magdalena Transition"
"618",651891,651891,482705,"Species","Opistognathus rhomaleus","Jordan & Gilbert, 1882",276473,TRUE,"LC",5,1,"Chordata","Perciformes","Opistognathidae","Opistognathus","Opistognathus rhomaleus","Actinopteri","Magdalena Transition"
"619",652309,652309,780052,"Species","Orthochela pumila","Glassell, 1936",425838,NA,NA,2,1,"Arthropoda","Decapoda","Porcellanidae","Orthochela","Orthochela pumila","Malacostraca","Magdalena Transition"
"620",652748,652748,652747,"Subspecies","Oxyporhamphus micropterus micropterus","(Valenciennes, 1847)",293698,NA,NA,1,1,"Chordata","Beloniformes","Hemiramphidae","Oxyporhamphus","Oxyporhamphus micropterus","Actinopteri","Magdalena Transition"
"621",653516,653516,485148,"Species","Panulirus inflatus","(Bouvier, 1895)",382897,TRUE,"LC",1,1,"Arthropoda","Decapoda","Palinuridae","Panulirus","Panulirus inflatus","Malacostraca","Magdalena Transition"
"622",653517,653517,485148,"Species","Panulirus interruptus","(Randall, 1840)",382898,TRUE,"LC",1,1,"Arthropoda","Decapoda","Palinuridae","Panulirus","Panulirus interruptus","Malacostraca","Magdalena Transition"
"623",653686,653686,485544,"Species","Paraclinus altivelis","(Lockington, 1881)",282015,TRUE,"DD",1,1,"Chordata","Perciformes","Labrisomidae","Paraclinus","Paraclinus altivelis","Actinopteri","Magdalena Transition"
"624",653708,653708,485544,"Species","Paraclinus sini","Hubbs, 1952",282033,TRUE,"LC",6,1,"Chordata","Perciformes","Labrisomidae","Paraclinus","Paraclinus sini","Actinopteri","Magdalena Transition"
"625",654027,654027,776831,"Species","Paralabrax auroguttatus","Walford, 1936",282052,TRUE,"DD",4,1,"Chordata","Perciformes","Serranidae","Paralabrax","Paralabrax auroguttatus","Actinopteri","Magdalena Transition"
"626",654029,654029,776831,"Species","Paralabrax clathratus","(Girard, 1854)",282054,TRUE,"LC",3,1,"Chordata","Perciformes","Serranidae","Paralabrax","Paralabrax clathratus","Actinopteri","Magdalena Transition"
"627",654033,654033,776831,"Species","Paralabrax nebulifer","(Girard, 1854)",282059,TRUE,"LC",33,2,"Chordata","Perciformes","Serranidae","Paralabrax","Paralabrax nebulifer","Actinopteri","Magdalena Transition"
"628",654180,654180,776833,"Species","Paralonchurus goodei","Gilbert, 1898",282065,TRUE,"LC",1,1,"Chordata","Perciformes","Sciaenidae","Paralonchurus","Paralonchurus goodei","Actinopteri","Magdalena Transition"
"629",655485,655485,775598,"Species","Paulia horrida","Gray, 1840",254810,NA,NA,1,1,"Echinodermata","Valvatida","Asterodiscididae","Paulia","Paulia horrida","Asteroidea","Magdalena Transition"
"630",656067,656067,489346,"Species","Peprilus snyderi","Gilbert & Starks, 1904",276564,TRUE,"LC",2,1,"Chordata","Perciformes","Stromateidae","Peprilus","Peprilus snyderi","Actinopteri","Magdalena Transition"
"631",657619,657619,776887,"Species","Phthanophaneron harveyi","(Rosenblatt & Montgomery, 1976)",282246,TRUE,"DD",1,1,"Chordata","Beryciformes","Anomalopidae","Phthanophaneron","Phthanophaneron harveyi","Actinopteri","Magdalena Transition"
"632",657621,657621,491819,"Species","Phtheirichthys lineatus","(Menzies, 1791)",126849,NA,NA,1,1,"Chordata","Perciformes","Echeneidae","Phtheirichthys","Phtheirichthys lineatus","Actinopteri","Magdalena Transition"
"633",657909,657909,755800,"Species","Physiculus nematopus","Gilbert, 1890",272504,TRUE,"LC",2,2,"Chordata","Gadiformes","Moridae","Physiculus","Physiculus nematopus","Actinopteri","Magdalena Transition"
"634",657911,657911,755800,"Species","Physiculus rastrelliger","Gilbert, 1890",272510,NA,NA,3,1,"Chordata","Gadiformes","Moridae","Physiculus","Physiculus rastrelliger","Actinopteri","Magdalena Transition"
"635",657951,657951,777998,"Species","Pickfordiateuthis vossi","Brakoniecki, 1996",410391,NA,NA,2,1,"Mollusca","Myopsida","Loliginidae","Pickfordiateuthis","Pickfordiateuthis vossi","Cephalopoda","Magdalena Transition"
"636",658332,658332,816800,"Species","Pisosoma erosa","Glassell",NA,NA,NA,1,1,"Arthropoda","Decapoda","Porcellanidae","Pisosoma","Pisosoma erosa","Malacostraca","Magdalena Transition"
"637",658526,658526,493173,"Species","Plagiotremus azaleus","(Jordan & Bollman, 1890)",278234,TRUE,"LC",2,1,"Chordata","Perciformes","Blenniidae","Plagiotremus","Plagiotremus azaleus","Actinopteri","Magdalena Transition"
"638",658760,658760,776902,"Species","Platyrhinoidis triseriata","(Jordan & Gilbert, 1880)",282280,TRUE,"LC",4,2,"Chordata","Rajiformes","Rhinobatidae","Platyrhinoidis","Platyrhinoidis triseriata","Elasmobranchii","Magdalena Transition"
"639",659124,659124,494164,"Species","Pleuromamma abdominalis","(Lubbock, 1856)",104637,NA,NA,2,1,"Arthropoda","Calanoida","Metridinidae","Pleuromamma","Pleuromamma abdominalis",NA,"Magdalena Transition"
"640",659150,659150,779091,"Species","Pleuroncodes planipes","Stimpson, 1860",392683,NA,NA,1,1,"Arthropoda","Decapoda","Munididae","Pleuroncodes","Pleuroncodes planipes","Malacostraca","Magdalena Transition"
"641",659172,659172,776909,"Species","Pleuronichthys ritteri","Starks & Morris, 1907",282294,TRUE,"LC",34,2,"Chordata","Pleuronectiformes","Pleuronectidae","Pleuronichthys","Pleuronichthys ritteri","Actinopteri","Magdalena Transition"
"642",659860,659860,699899,"Species","Polydactylus approximans","(Lay & Bennett, 1839)",276587,TRUE,"LC",12,2,"Chordata","Perciformes","Polynemidae","Polydactylus","Polydactylus approximans","Actinopteri","Magdalena Transition"
"643",659867,659867,699899,"Species","Polydactylus opercularis","(Gill, 1863)",367295,TRUE,"LC",2,1,"Chordata","Perciformes","Polynemidae","Polydactylus","Polydactylus opercularis","Actinopteri","Magdalena Transition"
"644",660141,660141,496017,"Species","Pomacanthus zonipectus","(Gill, 1862)",276028,TRUE,"LC",8,1,"Chordata","Perciformes","Pomacanthidae","Pomacanthus","Pomacanthus zonipectus","Actinopteri","Magdalena Transition"
"645",660189,660189,496153,"Species","Pomadasys branickii","(Steindachner, 1879)",273503,TRUE,"LC",7,2,"Chordata","Perciformes","Haemulidae","Pomadasys","Pomadasys branickii","Actinopteri","Magdalena Transition"
"646",660196,660196,496153,"Species","Pomadasys macracanthus","(Günther, 1864)",273508,TRUE,"LC",16,2,"Chordata","Perciformes","Haemulidae","Pomadasys","Pomadasys macracanthus","Actinopteri","Magdalena Transition"
"647",660255,660255,496317,"Species","Pontinus furcirhinus","Garman, 1899",274685,TRUE,"LC",1,1,"Chordata","Scorpaeniformes","Scorpaenidae","Pontinus","Pontinus furcirhinus","Actinopteri","Magdalena Transition"
"648",660395,660395,496561,"Species","Porcellana magdalenensis","Glassell",NA,NA,NA,1,1,"Arthropoda","Decapoda","Porcellanidae","Porcellana","Porcellana magdalenensis","Malacostraca","Magdalena Transition"
"649",660447,660447,496641,"Species","Porichthys margaritatus","(Richardson, 1844)",275655,TRUE,"LC",1,1,"Chordata","Batrachoidiformes","Batrachoididae","Porichthys","Porichthys margaritatus","Actinopteri","Magdalena Transition"
"650",660893,660893,497335,"Species","Priacanthus alalaua","Jordan & Evermann, 1903",273763,TRUE,"LC",1,1,"Chordata","Perciformes","Priacanthidae","Priacanthus","Priacanthus alalaua","Actinopteri","Magdalena Transition"
"651",660999,660999,497466,"Species","Prionace glauca","(Linnaeus, 1758)",105801,TRUE,"NT",9,3,"Chordata","Carcharhiniformes","Carcharhinidae","Prionace","Prionace glauca","Elasmobranchii","Magdalena Transition"
"652",661108,661108,699990,"Species","Prionotus albirostris","Jordan & Bollman, 1890",276278,TRUE,"LC",5,2,"Chordata","Scorpaeniformes","Triglidae","Prionotus","Prionotus albirostris","Actinopteri","Magdalena Transition"
"653",661110,661110,699990,"Species","Prionotus birostratus","Richardson, 1844",276280,TRUE,"LC",5,2,"Chordata","Scorpaeniformes","Triglidae","Prionotus","Prionotus birostratus","Actinopteri","Magdalena Transition"
"654",661131,661131,699990,"Species","Prionotus stephanophrys","Lockington, 1881",276291,TRUE,"LC",35,2,"Chordata","Scorpaeniformes","Triglidae","Prionotus","Prionotus stephanophrys","Actinopteri","Magdalena Transition"
"655",661141,661141,756864,"Species","Prionurus punctatus","Gill, 1862",282349,TRUE,"LC",2,1,"Chordata","Perciformes","Acanthuridae","Prionurus","Prionurus punctatus","Actinopteri","Magdalena Transition"
"656",661166,661166,771723,"Species","Pristigenys serrula","(Gilbert, 1891)",276037,TRUE,"LC",11,2,"Chordata","Perciformes","Priacanthidae","Pristigenys","Pristigenys serrula","Actinopteri","Magdalena Transition"
"657",661353,661353,769020,"Species","Prognathodes falcifer","(Hubbs & Rechnitzer, 1958)",273374,TRUE,"LC",3,2,"Chordata","Perciformes","Chaetodontidae","Prognathodes","Prognathodes falcifer","Actinopteri","Magdalena Transition"
"658",662291,662291,499650,"Species","Pseudocnus californicus","(Semper, 1868)",529627,NA,NA,2,1,"Echinodermata","Dendrochirotida","Cucumariidae","Pseudocnus","Pseudocnus californicus","Holothuroidea","Magdalena Transition"
"659",662929,662929,500664,"Species","Pseudupeneus grandisquamis","(Gill, 1863)",273662,TRUE,"LC",23,2,"Chordata","Perciformes","Mullidae","Pseudupeneus","Pseudupeneus grandisquamis","Actinopteri","Magdalena Transition"
"660",663149,663149,663147,"Species","Pterodroma cookii","(Gray, 1843)",225943,TRUE,"VU",7,1,"Chordata","Procellariiformes","Procellariidae","Pterodroma","Pterodroma cookii","Aves","Magdalena Transition"
"661",663416,663416,501467,"Species","Puffinus griseus","(Gmelin, 1789)",137202,NA,NA,19,2,"Chordata","Procellariiformes","Procellariidae","Puffinus","Puffinus griseus","Aves","Magdalena Transition"
"662",663421,663421,501467,"Species","Puffinus puffinus","(Brünnich, 1764)",137203,TRUE,"LC",7,1,"Chordata","Procellariiformes","Procellariidae","Puffinus","Puffinus puffinus","Aves","Magdalena Transition"
"663",663422,663422,501467,"Species","Puffinus tenuirostris","(Temminck, 1835)",225770,NA,NA,1,1,"Chordata","Procellariiformes","Procellariidae","Puffinus","Puffinus tenuirostris","Aves","Magdalena Transition"
"664",664189,664189,502486,"Species","Raja equatorialis","Jordan & Bollman, 1890",271576,TRUE,"DD",2,2,"Chordata","Rajiformes","Rajidae","Raja","Raja equatorialis","Elasmobranchii","Magdalena Transition"
"665",664239,664239,793860,"Species","Randallia bulligera","Rathbun, 1898",441327,NA,NA,1,1,"Arthropoda","Decapoda","Leucosiidae","Randallia","Randallia bulligera","Malacostraca","Magdalena Transition"
"666",664476,664476,503045,"Species","Remora osteochir","(Cuvier, 1829)",126852,NA,NA,1,1,"Chordata","Perciformes","Echeneidae","Remora","Remora osteochir","Actinopteri","Magdalena Transition"
"667",664477,664477,503045,"Species","Remora remora","(Linnaeus, 1758)",126853,NA,NA,5,1,"Chordata","Perciformes","Echeneidae","Remora","Remora remora","Actinopteri","Magdalena Transition"
"668",664801,664801,767643,"Species","Rhincodon typus","Smith, 1828",105847,TRUE,"VU",8,4,"Chordata","Orectolobiformes","Rhincodontidae","Rhincodon","Rhincodon typus","Elasmobranchii","Magdalena Transition"
"669",664828,664828,700223,"Species","Rhinobatos leucorhynchus","Günther, 1867",271600,TRUE,"NT",1,1,"Chordata","Rajiformes","Rhinobatidae","Rhinobatos","Rhinobatos leucorhynchus","Elasmobranchii","Magdalena Transition"
