"","id","valid_id","parent_id","rank_name","tname","tauthor","records","datasets","phylum","order","family","genus","species","class","worms_id","redlist","status","hab","gisd","ecoregion"
"2071",830507,830507,621162,"Species","Dinophysis apicata","(Kofoid & Skogsberg) Abé",25,1,"Myzozoa","Dinophysiales","Dinophysiaceae","Dinophysis","Dinophysis apicata","Dinophyceae",109608,NA,NA,NA,NA,"Central Peru"
"2072",830531,830531,1011519,"Genus","Pseudoparrella","Cushman & ten Dam, 1948",1,1,"Foraminifera","Rotaliida","Pseudoparrellidae","Pseudoparrella",NA,"Globothalamea",520953,NA,NA,NA,NA,"Central Peru"
"2073",830543,830543,746875,"Subspecies","Globorotalia cultrata cultrata",NA,7,1,"Foraminifera","Globigerinida","Globigerinidae","Globorotalia","Globorotalia cultrata",NA,NA,NA,NA,NA,NA,"Central Peru"
"2074",830574,830574,498196,"Species","Prorocentrum decorum",NA,1,1,"Myzozoa","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum decorum","Dinophyceae",NA,NA,NA,NA,NA,"Central Peru"
"2075",830596,830596,746866,"Species","Globoquadrina venezuelana",NA,3,1,"Foraminifera",NA,"Catapsydracidae","Globoquadrina","Globoquadrina venezuelana","Foraminifera incertae sedis",NA,NA,NA,NA,NA,"Central Peru"
"2076",830609,830609,832344,"Species","Evolvocassidulina bradyii","(Norman, 1881) ",8,1,"Foraminifera",NA,"Cassidulinidae","Evolvocassidulina","Evolvocassidulina bradyii",NA,466376,NA,NA,NA,NA,"Central Peru"
"2077",830616,830616,742039,"Species","Cibicidoides compressus",NA,1,1,"Foraminifera","Rotaliida",NA,"Cibicidoides","Cibicidoides compressus",NA,NA,NA,NA,NA,NA,"Central Peru"
"2078",830629,830629,498597,"Species","Protoperidinium bispinum","(Schiller, 1937) Balech, 1974",47,1,"Myzozoa","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium bispinum","Dinophyceae",233466,NA,NA,NA,NA,"Central Peru"
"2079",830832,830832,830601,"Species","Impagidinium sphaericum",NA,42,1,"Myzozoa","Dinophyceae incertae sedis",NA,"Impagidinium","Impagidinium sphaericum","Dinophyceae",623771,NA,NA,NA,NA,"Central Peru"
"2080",830869,830869,746875,"Subspecies","Globorotalia cultrata menardii",NA,14,1,"Foraminifera","Globigerinida","Globigerinidae","Globorotalia","Globorotalia cultrata",NA,NA,NA,NA,NA,NA,"Central Peru"
"2081",830951,830951,606664,"Species","Bolivina argentea","Cushman, 1926",1,1,"Foraminifera","Rotaliida","Bolivinitidae","Bolivina","Bolivina argentea","Globothalamea",852154,NA,NA,NA,NA,"Central Peru"
"2082",831007,831007,740321,"Species","Bulimina translucens","Parker, 1953",3,1,"Foraminifera","Rotaliida","Buliminidae","Bulimina","Bulimina translucens","Globothalamea",737759,NA,NA,NA,NA,"Central Peru"
"2083",831035,831035,621162,"Species","Dinophysis subcircularis","Paulsen, 1949",1,1,"Myzozoa","Dinophysiales","Dinophysiaceae","Dinophysis","Dinophysis subcircularis","Dinophyceae",232281,NA,NA,NA,NA,"Central Peru"
"2084",831112,831112,NA,NA,"Pycnomerus fuliginosus",NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Central Peru"
"2085",831134,831134,606664,"Species","Bolivina plicata","d'Orbigny, 1839",17,1,"Foraminifera","Rotaliida","Bolivinitidae","Bolivina","Bolivina plicata","Globothalamea",112981,NA,NA,NA,NA,"Central Peru"
"2086",831167,831167,629048,"Species","Globorotalia birnagae",NA,3,1,"Foraminifera","Globigerinida","Globigerinidae","Globorotalia","Globorotalia birnagae",NA,NA,NA,NA,NA,NA,"Central Peru"
"2087",831189,831189,826837,"Subspecies","Globigerinoides obliquus obliquus",NA,10,1,"Foraminifera","Globigerinida","Globigerinidae","Globigerinoides","Globigerinoides obliquus",NA,NA,NA,NA,NA,NA,"Central Peru"
"2088",831240,831240,607595,"Species","Buliminella curta",NA,13,1,"Foraminifera",NA,"Turrilinidae","Buliminella","Buliminella curta",NA,NA,NA,NA,NA,NA,"Central Peru"
"2089",831243,831243,448370,"Species","Gonyaulax inflata","(Kofoid) Kofoid, 1911",6,1,"Myzozoa","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax inflata","Dinophyceae",233536,NA,NA,NA,NA,"Central Peru"
"2090",831281,831281,768108,"Genus","Rotorbinella","Bandy, 1944",1,1,"Foraminifera","Rotaliida","Discorbidae","Rotorbinella",NA,"Globothalamea",490063,NA,NA,NA,NA,"Central Peru"
"2091",831295,831295,827648,"Subspecies","Globoquadrina dehiscens dehiscens",NA,5,1,"Foraminifera",NA,"Catapsydracidae","Globoquadrina","Globoquadrina dehiscens","Foraminifera incertae sedis",NA,NA,NA,NA,NA,"Central Peru"
"2092",831300,831300,410825,"Species","Bathysiphon eocenicus",NA,6,1,"Foraminifera","Astrorhizida","Rhabdamminidae","Bathysiphon","Bathysiphon eocenicus",NA,NA,NA,NA,NA,NA,"Central Peru"
"2093",831308,831308,746827,"Species","Globigerina woodi","Jenkins, 1960",8,1,"Foraminifera","Globigerinida","Globigerinidae","Globigerina","Globigerina woodi","Globothalamea",735137,NA,NA,NA,NA,"Central Peru"
"2094",831350,831350,418716,"Variety","Ceratium gibberum var. dispar","(Pouchet) Sournia, 1966",922,3,"Myzozoa","Gonyaulacales","Ceratiaceae","Ceratium","Ceratium gibberum","Dinophyceae",422706,NA,NA,NA,NA,"Central Peru"
"2095",831354,831354,446733,"Subspecies","Globigerina calida calida",NA,12,1,"Foraminifera","Globigerinida","Globigerinidae","Globigerina","Globigerina calida",NA,NA,NA,NA,NA,NA,"Central Peru"
"2096",831355,831355,NA,NA,"Dadayella ganymedes",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Central Peru"
"2097",831416,831416,840340,"Genus","Reticulofenestra","W.W.Hay, Mohler & M.Wade, 1966",13,1,"Haptophyta","Isochrysidales","Noelaerhabdaceae","Reticulofenestra",NA,"Prymnesiophyceae",555894,NA,NA,NA,NA,"Central Peru"
"2098",831423,831423,446759,"Species","Globigerinita minuta","(Natland, 1938)",4,1,"Foraminifera","Globigerinida","Candeinidae","Globigerinita","Globigerinita minuta","Globothalamea",558956,NA,NA,NA,NA,"Central Peru"
"2099",831550,831550,830371,"Subspecies","Globoquadrina larmeui obesa",NA,4,1,"Foraminifera",NA,"Catapsydracidae","Globoquadrina","Globoquadrina larmeui","Foraminifera incertae sedis",NA,NA,NA,NA,NA,"Central Peru"
"2100",831703,831703,741384,"Species","Ceratocorys reticulata","H.W.Graham, 1942",84,1,"Myzozoa","Gonyaulacales","Ceratocoryaceae","Ceratocorys","Ceratocorys reticulata","Dinophyceae",233340,NA,NA,NA,NA,"Central Peru"
"2101",831707,831707,448370,"Species","Gonyaulax fragilis","(Schütt) Kofoid, 1911",10,2,"Myzozoa","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax fragilis","Dinophyceae",110019,NA,NA,NA,NA,"Central Peru"
"2102",831708,831708,524246,"Species","Uvigerina rustica",NA,6,1,"Foraminifera",NA,"Uvigerinidae","Uvigerina","Uvigerina rustica",NA,NA,NA,NA,NA,NA,"Central Peru"
"2103",831725,831725,498597,"Species","Protoperidinium mendiolae","Balech, 1979",1092,2,"Myzozoa","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium mendiolae","Dinophyceae",233168,NA,NA,NA,NA,"Central Peru"
"2104",831747,831747,746873,"Subspecies","Globorotalia crassaformis oceanica",NA,1,1,"Foraminifera","Globigerinida","Globigerinidae","Globorotalia","Globorotalia crassaformis",NA,NA,NA,NA,NA,NA,"Central Peru"
"2105",831776,831776,498597,"Species","Protoperidinium marieleborae",NA,12,1,"Myzozoa","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium marieleborae","Dinophyceae",NA,NA,NA,NA,NA,"Central Peru"
"2106",831786,831786,449817,"Species","Gyroidina rothwelli","Natland, 1950",12,1,"Foraminifera","Rotaliida","Gavelinellidae","Gyroidina","Gyroidina rothwelli","Globothalamea",521632,NA,NA,NA,NA,"Central Peru"
"2107",831812,831812,446767,"Species","Globigerinoides immaturus",NA,19,1,"Foraminifera","Globigerinida","Globigerinidae","Globigerinoides","Globigerinoides immaturus",NA,NA,NA,NA,NA,NA,"Central Peru"
"2108",831907,831907,741070,"Species","Cassidulina cushmani","R.E. & K.C. Stewart, 1930",25,1,"Foraminifera","Rotaliida","Cassidulinidae","Cassidulina","Cassidulina cushmani","Globothalamea",764008,NA,NA,NA,NA,"Central Peru"
"2109",831971,831971,826837,"Subspecies","Globigerinoides obliquus extremus",NA,1,1,"Foraminifera","Globigerinida","Globigerinidae","Globigerinoides","Globigerinoides obliquus",NA,NA,NA,NA,NA,NA,"Central Peru"
"2110",832052,832052,768185,"Species","Beella praedigitata",NA,9,1,"Foraminifera","Globigerinida","Globigerinidae","Beella","Beella praedigitata",NA,NA,NA,NA,NA,NA,"Central Peru"
"2111",832072,832072,825572,"Species","Acarinina interposita",NA,1,1,"Foraminifera","Globigerinida","Truncorotaloididae","Acarinina","Acarinina interposita",NA,NA,NA,NA,NA,NA,"Central Peru"
"2112",832083,832083,768255,"Species","Dorothia principensis",NA,1,1,"Foraminifera","Textulariida","Eggerellidae","Dorothia","Dorothia principensis",NA,NA,NA,NA,NA,NA,"Central Peru"
"2113",832093,832093,498597,"Species","Protoperidinium venustum","(Matzenauer, 1933) Balech, 1974",52,2,"Myzozoa","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium venustum","Dinophyceae",232777,NA,NA,NA,NA,"Central Peru"
"2114",832107,832107,607595,"Species","Buliminella subfusiformis","Cushman, 1925",65,1,"Foraminifera","Rotaliida","Buliminellidae","Buliminella","Buliminella subfusiformis","Globothalamea",525529,NA,NA,NA,NA,"Central Peru"
"2115",832146,832146,606664,"Species","Bolivina vaughani","Natland, 1938",37,1,"Foraminifera","Rotaliida","Bolivinitidae","Bolivina","Bolivina vaughani","Globothalamea",521604,NA,NA,NA,NA,"Central Peru"
"2116",832164,832164,629048,"Species","Globorotalia puncticulata","(Deshayes, 1832)",2,1,"Foraminifera","Globigerinida","Globorotaliidae","Globorotalia","Globorotalia puncticulata","Globothalamea",735205,NA,NA,NA,NA,"Central Peru"
"2117",832231,832231,1011483,"Genus","Holmanella","Loeblich & Tappan, 1962",2,1,"Foraminifera","Rotaliida","Gavelinellidae","Holmanella",NA,"Globothalamea",527978,NA,NA,NA,NA,"Central Peru"
"2118",832252,832252,418720,"Variety","Ceratium hexacanthum var. contortum","Lemmermann, 1899",303,1,"Myzozoa","Gonyaulacales","Ceratiaceae","Ceratium","Ceratium hexacanthum","Dinophyceae",596786,NA,NA,NA,NA,"Central Peru"
"2119",832278,832278,559979,"Species","Valvulineria inaequalis",NA,1,1,"Foraminifera","Rotaliida","Bagginidae","Valvulineria","Valvulineria inaequalis",NA,NA,NA,NA,NA,NA,"Central Peru"
"2120",832327,832327,746827,"Species","Globigerina praebulloides","Blow, 1959",8,1,"Foraminifera","Globigerinida","Globigerinidae","Globigerina","Globigerina praebulloides","Globothalamea",735130,NA,NA,NA,NA,"Central Peru"
"2121",832399,832399,746827,"Species","Globigerina foliata","Bolli, 1957",5,1,"Foraminifera","Globigerinida","Globigerinidae","Globigerina","Globigerina foliata","Globothalamea",735120,NA,NA,NA,NA,"Central Peru"
"2122",832533,832533,502064,"Species","Pyrocystis spinosum",NA,3,1,"Myzozoa","Pyrocystales","Pyrocystaceae","Pyrocystis","Pyrocystis spinosum","Dinophyceae",NA,NA,NA,NA,NA,"Central Peru"
"2123",832537,832537,829066,"Species","Catapsydrax stainforthi","Bolli, Loeblich & Tappan, 1957",3,1,"Foraminifera","Globigerinida","Catapsydracidae","Catapsydrax","Catapsydrax stainforthi","Globothalamea",735163,NA,NA,NA,NA,"Central Peru"
"2124",832540,832540,793203,"Species","Pleurostomella alternans","Schwager, 1866",7,1,"Foraminifera","Rotaliida","Pleurostomellidae","Pleurostomella","Pleurostomella alternans","Globothalamea",113652,NA,NA,NA,NA,"Central Peru"
"2125",832583,832583,742039,"Species","Cibicidoides trinitatensis",NA,2,1,"Foraminifera","Rotaliida",NA,"Cibicidoides","Cibicidoides trinitatensis",NA,NA,NA,NA,NA,NA,"Central Peru"
"2126",832633,832633,825572,"Species","Acarinina punctocarinata",NA,1,1,"Foraminifera","Globigerinida","Truncorotaloididae","Acarinina","Acarinina punctocarinata",NA,NA,NA,NA,NA,NA,"Central Peru"
"2127",832638,832638,797407,"Species","Spiniferites pachydermus","(Rossignol) Reid",160,1,"Myzozoa",NA,NA,"Spiniferites","Spiniferites pachydermus","Dinoflagellata incertae sedis",845390,NA,NA,NA,NA,"Central Peru"
"2128",832639,832639,446767,"Species","Globigerinoides subquadratus",NA,1,1,"Foraminifera","Globigerinida","Globigerinidae","Globigerinoides","Globigerinoides subquadratus",NA,NA,NA,NA,NA,NA,"Central Peru"
"2129",832657,832657,830328,"Species","Morozovella lensiformis",NA,1,1,"Foraminifera","Globigerinida","Truncorotaloididae","Morozovella","Morozovella lensiformis",NA,NA,NA,NA,NA,NA,"Central Peru"
"2130",832684,832684,746866,"Species","Globoquadrina baroemoenensis",NA,1,1,"Foraminifera",NA,"Catapsydracidae","Globoquadrina","Globoquadrina baroemoenensis","Foraminifera incertae sedis",NA,NA,NA,NA,NA,"Central Peru"
"2131",832698,832698,746827,"Species","Globigerina inaequispira",NA,1,1,"Foraminifera","Globigerinida","Globigerinidae","Globigerina","Globigerina inaequispira",NA,NA,NA,NA,NA,NA,"Central Peru"
"2132",832724,832724,828088,"Subspecies","Uvigerina gallowayi basicordata",NA,1,1,"Foraminifera",NA,"Uvigerinidae","Uvigerina","Uvigerina gallowayi",NA,NA,NA,NA,NA,NA,"Central Peru"
"2133",832730,832730,606664,"Species","Bolivina granti",NA,2,1,"Foraminifera",NA,"Bolivinidae","Bolivina","Bolivina granti",NA,NA,NA,NA,NA,NA,"Central Peru"
"2134",832830,832830,828135,"Species","Brigantedinium cariacoense",NA,302,1,"Myzozoa","Peridiniales","Peridiniaceae","Brigantedinium","Brigantedinium cariacoense","Dinophyceae",845387,NA,NA,NA,NA,"Central Peru"
"2135",832839,832839,629048,"Species","Globorotalia ronda",NA,1,1,"Foraminifera","Globigerinida","Globigerinidae","Globorotalia","Globorotalia ronda",NA,NA,NA,NA,NA,NA,"Central Peru"
"2136",832846,832846,793026,"Species","Nuttallides truempyi",NA,1,1,"Foraminifera","Rotaliida",NA,"Nuttallides","Nuttallides truempyi",NA,NA,NA,NA,NA,NA,"Central Peru"
"2137",832884,832884,501522,"Species","Pullenia duplicata",NA,2,1,"Foraminifera","Rotaliida","Chilostomellidae","Pullenia","Pullenia duplicata",NA,NA,NA,NA,NA,NA,"Central Peru"
"2138",832940,832940,825572,"Species","Acarinina pseudotopilensis",NA,2,1,"Foraminifera","Globigerinida","Truncorotaloididae","Acarinina","Acarinina pseudotopilensis",NA,NA,NA,NA,NA,NA,"Central Peru"
"2139",832970,832970,741361,"Variety","Ceratium breve var. schmidtii",NA,165,1,"Myzozoa","Peridiniales","Ceratiaceae","Ceratium","Ceratium breve","Dinophyceae",NA,NA,NA,NA,NA,"Central Peru"
"2140",833061,833061,NA,NA,"Foliactiniscus mirabilis",NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Central Peru"
"2141",833068,833068,832818,"Species","Trinovantedinium capitatum","P.C.Reid, 1977",46,1,"Myzozoa","Peridiniales","Peridiniaceae","Trinovantedinium","Trinovantedinium capitatum","Dinophyceae",620061,NA,NA,NA,NA,"Central Peru"
"2142",833161,833161,825575,"Species","Alabamina polita",NA,6,1,"Foraminifera","Rotaliida","Alabaminidae","Alabamina","Alabamina polita",NA,NA,NA,NA,NA,NA,"Central Peru"
"2143",833212,834587,836071,"Species","Parafrondicularia advena","(Cushman, 1923)",10,1,"Foraminifera","Lagenida","Plectofrondiculariidae","Parafrondicularia","Parafrondicularia advena","Foraminifera incertae sedis",113714,NA,NA,NA,NA,"Central Peru"
"2144",833254,833254,446733,"Subspecies","Globigerina calida praecalida",NA,3,1,"Foraminifera","Globigerinida","Globigerinidae","Globigerina","Globigerina calida",NA,NA,NA,NA,NA,NA,"Central Peru"
"2145",833273,833273,831503,"Species","Truncorotaloides topilensis","(Cushman, 1925)",1,1,"Foraminifera","Globigerinida","Truncorotaloididae","Truncorotaloides","Truncorotaloides topilensis","Globothalamea",735254,NA,NA,NA,NA,"Central Peru"
"2146",833712,833712,499155,"Species","Pseudamussium fasciculatum","(Hinds, 1845)",2,1,"Mollusca","Pectinoida","Pectinidae","Pseudamussium","Pseudamussium fasciculatum","Bivalvia",393833,NA,NA,NA,NA,"Central Peru"
"2147",834230,834230,815913,"Species","Scalpelloniscus binoculis","(Menzies & George, 1972)",3,2,"Arthropoda","Isopoda","Hemioniscidae","Scalpelloniscus","Scalpelloniscus binoculis","Malacostraca",293399,NA,NA,NA,NA,"Central Peru"
"2148",834719,834719,772483,"Species","Tryblionella compressa","(J.W.Bailey) M.Poulin, 1990",7,1,"Ochrophyta","Bacillariales","Bacillariaceae","Tryblionella","Tryblionella compressa","Bacillariophyceae",447746,NA,NA,NA,NA,"Central Peru"
"2149",834832,834832,824981,"Species","Eilohedra vitrea","(Parker, 1953)",42,1,"Foraminifera","Rotaliida","Pseudoparrellidae","Eilohedra","Eilohedra vitrea","Globothalamea",466420,NA,NA,NA,NA,"Central Peru"
"2150",834942,834942,834960,"Species","Bathyspinula calcar","(Dall, 1908)",1,1,"Mollusca","Nuculanoida","Bathyspinulidae","Bathyspinula","Bathyspinula calcar","Bivalvia",506288,NA,NA,NA,NA,"Central Peru"
"2151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Central Peru"
"2152",839254,839254,536421,"Species","Callichthys callichthys","(Linnaeus, 1758)",2,2,"Chordata","Siluriformes","Callichthyidae","Callichthys","Callichthys callichthys","Actinopterygii",NA,NA,NA,NA,NA,"Central Peru"
"2153",839484,839484,834960,"Species","Bathyspinula calcarella","(Dall, 1908)",2,2,"Mollusca","Nuculanoida","Bathyspinulidae","Bathyspinula","Bathyspinula calcarella","Bivalvia",506289,NA,NA,NA,NA,"Central Peru"
"2154",839879,839879,840124,"Species","Vema bacescui","(Menzies, 1968)",1,1,"Mollusca","Tryblidiida","Neopilinidae","Vema","Vema bacescui","Monoplacophora",343696,NA,NA,NA,NA,"Central Peru"
"2155",839931,839931,840124,"Species","Vema ewingi","(Clarke & Menzies, 1959)",1,1,"Mollusca","Tryblidiida","Neopilinidae","Vema","Vema ewingi","Monoplacophora",343697,NA,NA,NA,NA,"Central Peru"
"2156",841390,841390,737659,"Species","Alepocephalus convexifrons","Garman, 1899",1,1,"Chordata","Osmeriformes","Alepocephalidae","Alepocephalus","Alepocephalus convexifrons","Actinopterygii",NA,NA,NA,NA,NA,"Central Peru"
"2157",841801,841801,419486,"Species","Chaetoceros dadayi","Pavillard, 1913",2,2,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros dadayi","Bacillariophyceae",465390,NA,NA,NA,NA,"Central Peru"
"2158",841892,1034656,842116,"Species","Neoceratium tripos","(O.F.Müller) F.Gómez, D.Moreira & P.López-Garcia, 2010",5,1,"Myzozoa","Gonyaulacales","Ceratiaceae","Neoceratium","Neoceratium tripos","Dinophyceae",495702,NA,NA,NA,NA,"Central Peru"
"2159",842025,842025,409076,"Species","Bacillaria paxillifera","(O.F.Müller) T.Marsson, 1901",1,1,"Ochrophyta","Bacillariales","Bacillariaceae","Bacillaria","Bacillaria paxillifera","Bacillariophyceae",558243,NA,NA,NA,NA,"Central Peru"
"2160",842712,842712,747915,"Species","Hemidiscus cuneiformis","Wallich, 1860",103,1,"Ochrophyta","Coscinodiscales","Hemidiscaceae","Hemidiscus","Hemidiscus cuneiformis","Bacillariophyceae",180367,NA,NA,NA,NA,"Central Peru"
"2161",843171,843171,502090,"Species","Pyrophacus vancampoae","(R.Rossignol) Wall & Dale, 1971",13,1,"Myzozoa","Gonyaulacales","Pyrophacaceae","Pyrophacus","Pyrophacus vancampoae","Dinophyceae",232595,NA,NA,NA,NA,"Central Peru"
"2162",843638,843638,788319,"Species","Rhizosolenia temperei","H.Peragallo, 1888",76,1,"Ochrophyta","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Rhizosolenia temperei","Bacillariophyceae",248071,NA,NA,NA,NA,"Central Peru"
"2163",845746,845746,672682,"Species","Tegula atra","(Lesson, 1830)",1,1,"Mollusca",NA,"Tegulidae","Tegula","Tegula atra","Gastropoda",533469,NA,NA,NA,NA,"Central Peru"
"2164",846523,846523,499390,"Species","Pseudo-nitzschia prolongatoides","(G.R.Hasle) G.R.Hasle, 1993",1,1,"Ochrophyta","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia prolongatoides","Bacillariophyceae",411766,NA,NA,NA,NA,"Central Peru"
"2165",847882,847882,848135,"Species","Achradina sulcata","Lohmann",5,1,"Myzozoa","Amphilothales","Amphilothaceae","Achradina","Achradina sulcata","Dinophyceae",576930,NA,NA,NA,NA,"Central Peru"
"2166",847887,847887,586756,"Species","Nitzschia tenuirostris","Mer.",6,1,"Ochrophyta","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia tenuirostris","Bacillariophyceae",418215,NA,NA,NA,NA,"Central Peru"
"2167",847908,847908,744625,"Species","Distephanus crux","(Ehrenberg) Haeckel, 1887",22,1,"Ochrophyta","Dictyochales","Dictyochaceae","Distephanus","Distephanus crux","Dictyochophyceae",495838,NA,NA,NA,NA,"Central Peru"
"2168",847922,847922,744625,"Species","Distephanus octonarius","(Ehrenberg) Haeckel",9,1,"Ochrophyta","Dictyochales","Dictyochaceae","Distephanus","Distephanus octonarius","Dictyochophyceae",574224,NA,NA,NA,NA,"Central Peru"
"2169",847971,847971,672278,"Species","Syracosphaera grundii","Schiller",5,1,"Haptophyta","Syracosphaerales","Syracosphaeraceae","Syracosphaera","Syracosphaera grundii","Prymnesiophyceae",576925,NA,NA,NA,NA,"Central Peru"
"2170",847986,847986,848160,"Species","Poropila dubia","Schiller, 1925",18,1,"Chlorophyta",NA,NA,"Poropila","Poropila dubia","Chlorophyta incertae sedis",574226,NA,NA,NA,NA,"Central Peru"
"2171",847994,847994,501188,"Species","Pterosperma cristatum","Schiller, 1925",27,1,"Chlorophyta","Halosphaerales","Pterospermataceae","Pterosperma","Pterosperma cristatum","Prasinophyceae",376081,NA,NA,NA,NA,"Central Peru"
"2172",848061,848061,415699,"Species","Calyptrosphaera oblonga","Lohmann, 1902",3,1,"Haptophyta","Coccosphaerales","Calyptrosphaeraceae","Calyptrosphaera","Calyptrosphaera oblonga","Prymnesiophyceae",235866,NA,NA,NA,NA,"Central Peru"
"2173",848081,848081,848135,"Species","Achradina pulchra","Lohmann, 1903",18,1,"Myzozoa","Amphilothales","Amphilothaceae","Achradina","Achradina pulchra","Dinophyceae",109716,NA,NA,NA,NA,"Central Peru"
"2174",848106,848106,664653,"Species","Rhabdosphaera hispida","Lohmann",1,1,"Haptophyta","Syracosphaerales","Rhabdosphaeraceae","Rhabdosphaera","Rhabdosphaera hispida","Prymnesiophyceae",576683,NA,NA,NA,NA,"Central Peru"
"2175",848135,848135,1014212,"Genus","Achradina","Lohmann, 1902",1,1,"Myzozoa","Amphilothales","Amphilothaceae","Achradina",NA,"Dinophyceae",109471,NA,NA,NA,NA,"Central Peru"
"2176",848184,848184,766185,"Species","Octactis octonaria","(Ehrenberg) Hovasse, 1946",491,1,"Ochrophyta","Dictyochales","Dictyochaceae","Octactis","Octactis octonaria","Dictyochophyceae",375970,NA,NA,NA,NA,"Central Peru"
"2177",848206,848206,757063,"Subkingdom","Ciliata","Doflein, 1901",498,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Central Peru"
"2178",848703,848703,792815,"Species","Codonaria cistellula","(Fol, 1884) Kofoid & Campbell, 1929",73,1,"Ciliophora","Choreotrichida","Codonellidae","Codonaria","Codonaria cistellula","Oligotrichea",427399,NA,NA,NA,NA,"Central Peru"
"2179",848962,848962,780796,"Genus","Eudorina","Ehrenberg, 1832",18,1,"Chlorophyta","Volvocales","Volvocaceae","Eudorina",NA,"Chlorophyceae",390664,NA,NA,NA,NA,"Central Peru"
"2180",849768,849768,788319,"Species","Rhizosolenia formosa","H.Peragallo, 1888",125,1,"Ochrophyta","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Rhizosolenia formosa","Bacillariophyceae",418569,NA,NA,NA,NA,"Central Peru"
"2181",849834,849834,418779,"Variety","Ceratium tripos var. atlanticum","(Ostenfeld) Paulsen, 1908",1,1,"Myzozoa","Gonyaulacales","Ceratiaceae","Ceratium","Ceratium tripos","Dinophyceae",345375,NA,NA,NA,NA,"Central Peru"
"2182",849862,849862,767961,"Species","Leucon (Crymoleucon) savulescui","Petrescu, 1992",1,1,"Arthropoda","Cumacea","Leuconidae","Leucon","Leucon (Crymoleucon) savulescui","Malacostraca",182321,NA,NA,NA,NA,"Central Peru"
"2183",849906,849906,823298,"Phylum","Radiozoa",NA,90,1,"Radiozoa",NA,NA,NA,NA,NA,582421,NA,NA,NA,NA,"Central Peru"
"2184",850036,850036,737473,"Species","Aequidens rivulatus",NA,7,2,"Chordata","Perciformes","Cichlidae","Aequidens","Aequidens rivulatus","Actinopterygii",NA,NA,NA,NA,NA,"Central Peru"
"2185",850047,850047,854819,"Species","Prionobrama filigera",NA,2,2,"Chordata","Characiformes","Characidae","Prionobrama","Prionobrama filigera","Actinopterygii",NA,NA,NA,NA,NA,"Central Peru"
"2186",850161,850161,760000,"Species","Steindachnerina guentheri",NA,8,2,"Chordata","Characiformes","Curimatidae","Steindachnerina","Steindachnerina guentheri","Actinopterygii",NA,NA,NA,NA,NA,"Central Peru"
"2187",850173,850173,758190,"Species","Rivulus atratus",NA,2,2,"Chordata","Cyprinodontiformes","Rivulidae","Rivulus","Rivulus atratus","Actinopterygii",NA,NA,NA,NA,NA,"Central Peru"
"2188",850347,850347,759201,"Species","Sicyopterus cynocephalus",NA,1,1,"Chordata","Perciformes","Gobiidae","Sicyopterus","Sicyopterus cynocephalus","Actinopterygii",NA,TRUE,"DD",NA,NA,"Central Peru"
"2189",850394,850394,743155,"Species","Crenicichla proteus",NA,6,2,"Chordata","Perciformes","Cichlidae","Crenicichla","Crenicichla proteus","Actinopterygii",NA,NA,NA,NA,NA,"Central Peru"
"2190",850548,850548,740316,"Species","Bujurquina hophrys",NA,4,2,"Chordata","Perciformes","Cichlidae","Bujurquina","Bujurquina hophrys","Actinopterygii",NA,NA,NA,NA,NA,"Central Peru"
"2191",850587,850587,737473,"Species","Aequidens patricki",NA,8,2,"Chordata","Perciformes","Cichlidae","Aequidens","Aequidens patricki","Actinopterygii",NA,NA,NA,NA,NA,"Central Peru"
"2192",850624,850624,759110,"Species","Serrasalmus rhombeus",NA,6,2,"Chordata","Characiformes","Characidae","Serrasalmus","Serrasalmus rhombeus","Actinopterygii",NA,NA,NA,NA,NA,"Central Peru"
"2193",850640,850640,770785,"Genus","Thalassionema","Grunow ex Mereschkowsky, 1902",5,2,"Ochrophyta","Thalassionematales","Thalassionemataceae","Thalassionema",NA,"Bacillariophyceae",149092,NA,NA,NA,NA,"Central Peru"
"2194",850695,850695,739204,"Species","Astyanax maximus",NA,8,2,"Chordata","Characiformes","Characidae","Astyanax","Astyanax maximus","Actinopterygii",NA,NA,NA,NA,NA,"Central Peru"
